Wave,Panel,Topic,Variable,Question text,Value_code,Value_label,Audience_broad,Audience_specific,Weighting variable
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_6,Why did you  apply for a short course? It allowed me to study for a bit with the option to study again later,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_7,"Why did you  apply for a short course? Statistics about the course, e.g. employment and earnings of past students",0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_7,"Why did you  apply for a short course? Statistics about the course, e.g. employment and earnings of past students",1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_8,Why did you  apply for a short course? I heard that employers value these courses,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_8,Why did you  apply for a short course? I heard that employers value these courses,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_9,Why did you  apply for a short course? Advice from my parents/carer,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_9,Why did you  apply for a short course? Advice from my parents/carer,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_10,"Why did you  apply for a short course? Advice from my teachers, school or college",0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_10,"Why did you  apply for a short course? Advice from my teachers, school or college",1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_11,Why did you  apply for a short course? Advice I have found online,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_11,Why did you  apply for a short course? Advice I have found online,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_12,Why did you  apply for a short course? Other,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_12,Why did you  apply for a short course? Other,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_13,Why did you  apply for a short course? Don’t know,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_13,Why did you  apply for a short course? Don’t know,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_often,"How often, if at all, have you been taught by a supply or cover teacher this term (since January 2024)?",-1,Don't know,Secondary pupils; 16-19 pupils and learners,PupilLearnerType_NPDILR=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_often,"How often, if at all, have you been taught by a supply or cover teacher this term (since January 2024)?",1,Every day/most days,Secondary pupils; 16-19 pupils and learners,PupilLearnerType_NPDILR=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_often,"How often, if at all, have you been taught by a supply or cover teacher this term (since January 2024)?",2,One or two days a week,Secondary pupils; 16-19 pupils and learners,PupilLearnerType_NPDILR=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_often,"How often, if at all, have you been taught by a supply or cover teacher this term (since January 2024)?",3,Less than one day a week,Secondary pupils; 16-19 pupils and learners,PupilLearnerType_NPDILR=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_often,"How often, if at all, have you been taught by a supply or cover teacher this term (since January 2024)?",4,Never,Secondary pupils; 16-19 pupils and learners,PupilLearnerType_NPDILR=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_1,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? English,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_1,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? English,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_2,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Maths,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_2,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Maths,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_3,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Science,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_3,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Science,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_4,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Computing,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_4,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Computing,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_5,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? History,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_5,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? History,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_6,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Geography,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_6,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Geography,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_7,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Religious studies / philosophy,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_7,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Religious studies / philosophy,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_8,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? A modern foreign language,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_8,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? A modern foreign language,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_9,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Design and technology,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_9,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Design and technology,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_10,"Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Art, music or drama",0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_10,"Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Art, music or drama",1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_11,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Physical Education,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_11,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Physical Education,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_12,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Psychology,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3 and PupilYearGroup_NPD=12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_12,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Psychology,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3 and PupilYearGroup_NPD=12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_13,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Another subject,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_13,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Another subject,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_14,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Don't know,0,No,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_subject_14,Which subject(s) have you had a supply or cover teacher in this term (since January 2024)? Don't know,1,Yes,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,-1,Don't know,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,1,English,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,2,Maths,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,3,Science,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,4,Computing,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,5,History,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,6,Geography,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,7,Religious studies / philosophy,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,8,A modern foreign language,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,9,Design and technology,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,10,"Art, music or drama",Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,11,Physical Education,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,12,Psychology,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_recent,Which subject were you most recently taught by a supply teacher or cover teacher?,13,Another subject,Secondary pupils; 16-19 pupils and learners,supplyteacher_subject>1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_ease,"Compared to lessons taught by your usual teacher, would you say you found it easier or harder to learn the subject content?",-1,Don't know,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_ease,"Compared to lessons taught by your usual teacher, would you say you found it easier or harder to learn the subject content?",1,Much easier,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_ease,"Compared to lessons taught by your usual teacher, would you say you found it easier or harder to learn the subject content?",2,A little easier,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_ease,"Compared to lessons taught by your usual teacher, would you say you found it easier or harder to learn the subject content?",3,No difference,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_ease,"Compared to lessons taught by your usual teacher, would you say you found it easier or harder to learn the subject content?",4,A little harder,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_ease,"Compared to lessons taught by your usual teacher, would you say you found it easier or harder to learn the subject content?",5,Much harder,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_motivation,"Compared to lessons taught by your usual teacher, would you say you felt more or less motivated to learn?",-1,Don't know,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_motivation,"Compared to lessons taught by your usual teacher, would you say you felt more or less motivated to learn?",1,Much more motivated,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_motivation,"Compared to lessons taught by your usual teacher, would you say you felt more or less motivated to learn?",2,A bit more motivated,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_motivation,"Compared to lessons taught by your usual teacher, would you say you felt more or less motivated to learn?",3,No difference,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_motivation,"Compared to lessons taught by your usual teacher, would you say you felt more or less motivated to learn?",4,A bit less motivated,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_motivation,"Compared to lessons taught by your usual teacher, would you say you felt more or less motivated to learn?",5,Much less motivated,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_behaviour,"Compared to lessons taught by your usual teacher, how would you describe the behaviour of other pupils in your class?",-1,Don't know,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_behaviour,"Compared to lessons taught by your usual teacher, how would you describe the behaviour of other pupils in your class?",1,Much better,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_behaviour,"Compared to lessons taught by your usual teacher, how would you describe the behaviour of other pupils in your class?",2,A little better,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_behaviour,"Compared to lessons taught by your usual teacher, how would you describe the behaviour of other pupils in your class?",3,No difference,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_behaviour,"Compared to lessons taught by your usual teacher, how would you describe the behaviour of other pupils in your class?",4,A little worse,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Impact of teacher shortages on pupils,supplyteacher_behaviour,"Compared to lessons taught by your usual teacher, how would you describe the behaviour of other pupils in your class?",5,Much worse,Secondary pupils; 16-19 pupils and learners,"supplyteacher_often=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_use,"Have you used AI tools, such as ChatGPT or Snapchat’s My AI?",-1,Don't know,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_use,"Have you used AI tools, such as ChatGPT or Snapchat’s My AI?",0,No,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_use,"Have you used AI tools, such as ChatGPT or Snapchat’s My AI?",1,Yes – in school lessons,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_use,"Have you used AI tools, such as ChatGPT or Snapchat’s My AI?",2,Yes – for homework,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_use,"Have you used AI tools, such as ChatGPT or Snapchat’s My AI?",3,Yes – for both school lessons and homework,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_use,"Have you used AI tools, such as ChatGPT or Snapchat’s My AI?",4,Yes – but not for school work,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_use,"Have you used AI tools, such as ChatGPT or Snapchat’s My AI?",6,I had not heard of AI tools before this survey,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_often,How often do you use AI tools such as ChatGPT or Snapchat’s My AI in school lessons or for homework?,-1,Don't know,Secondary pupils; 16-19 pupils and learners,"AI_use=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_often,How often do you use AI tools such as ChatGPT or Snapchat’s My AI in school lessons or for homework?,1,Every day,Secondary pupils; 16-19 pupils and learners,"AI_use=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_often,How often do you use AI tools such as ChatGPT or Snapchat’s My AI in school lessons or for homework?,2,At least once a week,Secondary pupils; 16-19 pupils and learners,"AI_use=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_often,How often do you use AI tools such as ChatGPT or Snapchat’s My AI in school lessons or for homework?,3,At least once a month,Secondary pupils; 16-19 pupils and learners,"AI_use=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_often,How often do you use AI tools such as ChatGPT or Snapchat’s My AI in school lessons or for homework?,4,At least once a term,Secondary pupils; 16-19 pupils and learners,"AI_use=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Generative AI ,AI_often,How often do you use AI tools such as ChatGPT or Snapchat’s My AI in school lessons or for homework?,5,At least once a year,Secondary pupils; 16-19 pupils and learners,"AI_use=1,2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_easy,"Considering what you know about careers in early years and childcare, or what you think a career in early years and childcare might involve, how much do you agree or disagree with the following statements? Careers in early y",-1,Don't know,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_easy,"Considering what you know about careers in early years and childcare, or what you think a career in early years and childcare might involve, how much do you agree or disagree with the following statements? Careers in early y",1,Strongly agree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_easy,"Considering what you know about careers in early years and childcare, or what you think a career in early years and childcare might involve, how much do you agree or disagree with the following statements? Careers in early y",2,Agree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_easy,"Considering what you know about careers in early years and childcare, or what you think a career in early years and childcare might involve, how much do you agree or disagree with the following statements? Careers in early y",3,Neither agree nor disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_easy,"Considering what you know about careers in early years and childcare, or what you think a career in early years and childcare might involve, how much do you agree or disagree with the following statements? Careers in early y",4,Disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_easy,"Considering what you know about careers in early years and childcare, or what you think a career in early years and childcare might involve, how much do you agree or disagree with the following statements? Careers in early y",5,Strongly disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
